Track,Paper_ID,Title,Authors,Institutions,Room,Poster_ID,Session,Abstract,Times,URL
Proceedings,60,Pneumothorax and chest tube classification on chest x-rays for detection of missed pneumothorax ,"Benedikt Graf, Arkadiusz Sitek, Amin Katouzian, Yen-Fu Lu,  Arun Krishnan, Justin Rafael, Kirstin Small, Yiting Xie","IBM Watson Health Imaging, IBM Watson Health Imaging, IBM Watson Health Imaging, IBM Watson Health Imaging, IBM Watson Health Imaging, Baptist Health South Florida Department of Radiology, Brigham and Women's Hospital Department of Radiology",3,54,Afternoon,"Chest x-ray imaging is widely used for the diagnosis of pneumothorax and there has been significant interest in developing automated methods to assist in image interpretation. We present an image classification pipeline which detects pneumothorax as well as the various types of chest tubes that are commonly used to treat pneumothorax. Our multi-stage algorithm is based on lung segmentation followed by pneumothorax classification, including classification of patches that are most likely to contain pneumothorax. This algorithm achieves state of the art performance for pneumothorax classification on an open-source benchmark dataset. Unlike previous work, this algorithm shows comparable performance on data with and without chest tubes and thus has an improved clinical utility. To evaluate these algorithms in a realistic clinical scenario, we demonstrate the ability to identify real cases of missed pneumothorax in a large dataset of chest x-ray studies.","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=1682dg6XAoWkhDrFBxnTy1AVNH-YSD3Jd
Proceedings,64,"Interpretable Epilepsy Detection in Routine, Interictal EEG Data using Deep Learning","Thomas Uyttenhove, Aren Maes, Tom Van Steenkiste, Dirk Deschrijver, Tom Dhaene","Ghent University, Ghent University - imec, Ghent University - imec, Ghent University - imec, Ghent University - imec",3,55,Afternoon,"Epilepsy, a common serious neurological disorder, is characterized by its frequently occurring seizures that cause its patients to be three times as likely to die prematurely.

While the application of machine learning to EEG recordings has enabled the successful prediction of whether and when such seizures will occur, the reliable detection of epilepsy during seizure-free periods is lacking.

As far as the authors are aware, this work proposes the first deep learning approach for the latter task -- and the second machine learning approach altogether. Additionally, it does so in an interpretable fashion to validate the proposed method for a more wide-spread adoption in healthcare and to potentially unveil unknown epileptic biomarkers. 
The performance of the Tiny Visual Geometry Group (t-VGG) convolutional neural network is evaluated against Temple University Hospital's EEG Epilepsy Corpus, a data set of variable-length EEG recordings gathered during routine checkups. 

The t-VGG network predicted individual 10 second EEG windows with an Area Under the Precision-Recall Curve (AUPR) of 93.02% for epileptic predictions and 55.85% for healthy ones -- a significant improvement of respectively 7.24pp and 18.6pp (p <. 001) over the current state-of-the-art. 
Averaging window predictions per recording improved the t-VGG's respective AUPR performances further to 95.52% and 77.27%.
The Gradient-weighted Class Activation Mapping method for interpretability confirmed that the model was able to learn sensible features with connections to well-known epilepsy markers. ",5:15 - 6:15 pm ET,https://drive.google.com/open?id=1r1QdU8psVO6DDoKmsTlqJPjjz9Wfo6qS
Proceedings,67,Evaluation of Contrastive Predictive Coding for Histopathology Applications,"Karin Stacke, Claes Lundström, Jonas Unger, Gabriel Eilertsen","Linköping University; Sectra AB, Linköping University; Sectra AB, Linköping University, Linköping University ",1,7,Morning,"Recent advances in self-supervised learning for image data are closing the gap between unsupervised and supervised learning. However, the effectiveness of self-supervised methods has primarily been demonstrated for natural images. If the results would extrapolate to histopathology images, there could be significant benefits due to the reduced need for annotated data. In this paper, Contrastive Predictive Coding (CPC), one of the most promising state-of-the-art self-supervised methods, is extensively evaluated on histology data by varying a range of different parameters, including training objective, resolution, and data setup. From the results, we are able to draw important conclusions on the usefulness of CPC for digital pathology. We show strong evidence of the limitations of the learned representation for tumor classification, where only low-level information learned early during training, in the first CPC layers, is used. Furthermore, in our experiments, diversifying the distribution of the dataset (i.e., data from multiple organs or medical centers) does not lead to the model learning a more general representation. This study deepens the understanding of how the CPC model's objective relates to intrinsic characteristics of histology datasets and will help the development of effective self-supervised methods for histopathology. ",11:30am - 12:30pm ET,https://drive.google.com/open?id=1hHPaAKbwAeUoDh3sf0uMtCEuUTcwvXiG
Proceedings,76,ML4H Auditing: From Paper to Practice,"Luis Oala, Jana Fehr, Luca Gilli, Pradeep Balachandaran, Alixandro Werneck Leite, Saul Calderon-Ramirez, Danny Xie Li, Gabriel Nobis, Erick Alejandro Muñoz Alvarado, Giovanna Jaramillo-Gutierrez, Christian Matek, Arun Shroff, Ferath Kherif, Bruno Sanguinetti, Thomas Wiegand","Fraunhofer HHI, Hasso-Plattner-Institute, Clearbox AI Solutions, Universidade de Brasília, De Montfort University, Instituto Tecnológico de Costa Rica, Fraunhofer HHI, Instituto Tecnológico de Costa Rica, Milan and Associates SPRL, LMU Klinikum; Helmholtz Zentrum München, xtend.ai, Lausanne University Hospital; University of Lausanne, Dotphoton AG, TU Berlin; Fraunhofer HHI",3,56,Afternoon,"Healthcare systems are currently adapting to digital technologies, producing large quantities of novel data. Based on these data, machine-learning algorithms have been developed to support practitioners in labor-intensive workflows such as diagnosis, prognosis, triage or treatment of disease. However, their translation into medical practice is often hampered by a lack of careful evaluation in different settings. Efforts have started worldwide to establish guidelines for evaluating machine learning for health (ML4H) tools, highlighting the necessity to evaluate models for bias, interpretability, robustness, and possible failure modes. However, testing and adopting these guidelines in practice remains an open challenge. In this work, we target the paper-to-practice gap by applying an ML4H audit framework proposed by the ITU/WHO Focus Group on Artificial Intelligence for Health (FG-AI4H) to three use cases: diagnostic prediction of diabetic retinopathy, diagnostic prediction of Alzheimer's disease, and cytomorphologic classification for leukemia diagnostics. The assessment comprises dimensions such as bias, interpretability, and robustness. Our results highlight the importance of fine-grained and case-adapted quality assessment, provide support for incorporating proposed quality assessment considerations of ML4H during the entire development life cycle, and suggest improvements for future ML4H reference evaluation frameworks. ","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=1-qV-PcShaeOxZTAwqTtmuW8iDvDbf02M
Proceedings,79,Confounding Feature Acquisition for Causal Effect Estimation,"Shirly Wang*, Seung Eun Yi*, Shalmali Joshi, Marzyeh Ghassemi","Layer 6 AI TD Bank Group, Layer 6 AI TD Bank Group, Harvard University (SEAS), University of Toronto; Vector Institute ",1,9,Morning,"Reliable treatment effect estimation from observational data depends on the availability of all confounding information. While much work has targeted treatment effect estimation from observational data, there is relatively little work in the setting of confounding variable missingness, where collecting more information on confounders is often costly or time-consuming. In this work, we frame this challenge as a problem of feature acquisition of confounding features for causal inference. Our goal is to prioritize acquiring values for a fixed and known subset of missing confounders in samples that lead to efficient average treatment effect estimation. We propose two acquisition strategies based on i) covariate balancing (CB), and ii) reducing statistical estimation error on observed factual outcome error (OE). We compare CB and OE on five common causal effect estimation methods, and demonstrate improved sample efficiency of OE over baseline methods under various settings. We also provide visualizations for further analysis on the difference between our proposed methods.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1kOycMWvXQDDuGlhcGvMROOnDM_Az2PXS
Proceedings,90,Incorporating Healthcare Motivated Constraints in Restless Multi-Armed Bandit Based Resource Allocation,"Aviva Prins, Aditya Mate, Jackson A. Killian, Rediet Abebe, Milind Tambe","University of Maryland, College Park, Harvard University, Harvard University, Harvard Society of Fellows, Harvard Center for Research on Computation and Society",1,13,Morning,"As reinforcement learning plays an increasingly important role in healthcare, there is a pressing need to identify mechanisms to incorporate practitioner expertise. One notable case is in improving tuberculosis drug adherence, where a health worker must simultaneously monitor and provide services to many patients. We find that---without considering domain expertise---state of the art algorithms allocate all resources to a small number of patients, neglecting most of the population. To avoid this undesirable behavior, we propose a human-in-the-loop model, where constraints are imposed by domain experts to improve equitability of resource allocations. Our framework enforces these constraints on the distribution of actions without significant loss of utility on simulations derived from real-world data. This research opens a new line of research inquiry on human-machine interactions in restless multi-armed bandits.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1IB7YMhnVxxgGMe11urAIvyl7PJ0nLE1B
Proceedings,92,Zero-Shot Clinical Acronym Expansion via Latent Meaning Cells,"Griffin Adams, Mert Ketenci, Shreyas Bhave, Adler Perotte, Noémie Elhadad","Columbia University, Columbia University, Columbia University, Columbia University, Columbia University",1,14,Morning,"We introduce Latent Meaning Cells, a deep latent variable model which learns contextualized representations of words by combining local lexical context and metadata.  Metadata can refer to granular context, such as section type, or to more global context, such as unique document ids. Reliance on metadata for contextualized representation learning is apropos in the clinical domain where text is semi-structured and expresses high variation in topics. We evaluate the LMC model on the task of zero-shot clinical acronym expansion across three datasets. The LMC significantly outperforms a diverse set of baselines at a fraction of the pre-training cost and learns clinically coherent representations.  We demonstrate that not only is metadata itself very helpful for the task, but that the LMC inference algorithm provides an additional large benefit.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1W130kee-fWuwB1FFZEKAKeygYojfm7jq
Proceedings,98,Cost-Sensitive Machine Learning Classification for Mass Tuberculosis Verbal Screening,"Ali A Septiandri, Aditiawarman, Roy Tjiong, Erlina Burhan, Anuraj H Shankar","Inovasi Sehat Indonesia, Inovasi Sehat Indonesia, Inovasi Sehat Indonesia, University of Indonesia, University of Oxford",1,16,Morning,"Score-based algorithms for tuberculosis (TB) verbal screening perform poorly, causing misclassification that leads to missed cases and unnecessary costly laboratory tests for false positives. We compared score-based classification defined by clinicians to machine learning classification such as SVM-RBF, logistic regression, and XGBoost. We restricted our analyses to data from adults, the population most affected by TB, and investigated the difference between untuned and unweighted classifiers to the cost-sensitive ones. Predictions were compared with the corresponding GeneXpert MTB/Rif results. After adjusting the weight of the positive class to 40 for XGBoost, we achieved 96.64% sensitivity and 35.06% specificity. As such, the sensitivity of our identifier increased by 1.26% while specificity increased by 13.19% in absolute value compared to the traditional score-based method defined by our clinicians. Our approach further demonstrated that only 2000 data points were sufficient to enable the model to converge. The results indicate that even with limited data we can actually devise a better method to identify TB suspects from verbal screening.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1tm4cr4XkfSXxdyKlwazUE41rmA4fGjtV
Proceedings,110,EEG-GCNN: Augmenting Electroencephalogram-based Neurological Disease Diagnosis using a Domain-guided Graph Convolutional Neural Network,"Neeraj Wagh, Yogatheesan Varatharajah","University of Illinois at Urbana-Champaign, University of Illinois at Urbana-Champaign",3,57,Afternoon,"This paper presents a novel graph convolutional neural network (GCNN)-based approach for improving the diagnosis of neurological diseases using scalp-electroencephalograms (EEGs). Although EEG is one of the main tests used for neurological-disease diagnosis, the sensitivity of EEG-based expert visual diagnosis remains at ~50%. This indicates a clear need for advanced methodology to reduce the false negative rate in detecting abnormal scalp-EEGs. In that context, we focus on the problem of distinguishing the abnormal scalp EEGs of patients with neurological diseases, which were originally classified as 'normal' by experts, from the scalp EEGs of healthy individuals. The contributions of this paper are three-fold: 1) we present EEG-GCNN, a novel GCNN model for EEG data that captures both the spatial and functional connectivity between the scalp electrodes, 2) using EEG-GCNN, we perform the first large-scale evaluation of the aforementioned hypothesis, and 3) using two large scalp-EEG databases, we demonstrate that EEG-GCNN significantly outperforms the human baseline and classical machine learning (ML) baselines, with an AUC of 0.90.","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=1e6RikglpZ-_LKTwmOqQljTrq9wz-oQ22
Proceedings,120,A Bayesian Hierarchical Network for Combining Heterogeneous Data Sources in Medical Diagnoses,"Claire Donnat, Nina Miolane, Freddy Bunbury, Jack Kreindler",University of Chicago; University of California Santa Barbara; Carnegie Institution for Science; Centre for Health and Human Performance,3,59,Afternoon,"The increasingly widespread use of affordable, yet often less reliable medical data and diagnostic tools poses a new challenge for the field of Computer-Aided Diagnosis: how can we combine multiple sources of information with varying levels of precision and uncertainty to provide an informative diagnosis estimate with confidence bounds? Motivated by a concrete application in lateral flow antibody testing, we devise a Stochastic Expectation-Maximization algorithm that allows the principled integration of heterogeneous and potentially unreliable data types. Our Bayesian formalism is essential in (a) flexibly combining these heterogeneous data sources and their corresponding levels of uncertainty, (b) quantifying the degree of confidence associated with a given diagnostic, and (c) dealing with the missing values that typically plague medical data. We quantify the potential of this approach on simulated data, and showcase its practicality by deploying it on a real COVID-19 immunity study.","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=11uEzkV1nGD81pJSTiRYJEmkpBc6OJeBu
Proceedings,151,Learning transition times in event sequences: the Event-Based Hidden Markov Model of disease progression,"Peter A. Wijeratne, Daniel C. Alexander",University College London,1,20,Morning,"Progressive diseases worsen over time and are characterised by monotonic change in features that track disease progression. Here we connect ideas from two formerly separate methodologies -- event-based and hidden Markov modelling -- to derive a new generative model of disease progression. Our model can uniquely infer the most likely group-level sequence and timing of events (natural history) from limited datasets. Moreover, it can infer and predict individual-level trajectories (prognosis) even when data are missing, giving it high clinical utility. Here we derive the model and provide an inference scheme based on the expectation maximisation algorithm. We use clinical, imaging and biofluid data from the Alzheimer's Disease Neuroimaging Initiative to demonstrate the validity and utility of our model. First, we train our model to uncover a new group-level sequence of feature changes in Alzheimer's disease over a period of ∼17.3 years. Next, we demonstrate that our model provides improved utility over a continuous time hidden Markov model by area under the receiver operator characteristic curve ∼0.23. Finally, we demonstrate that our model maintains predictive accuracy with up to 50% missing data. These results support the clinical validity of our model and its broader utility in resource-limited medical applications.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1Zdrk04gUOzmGTrS5JOidbYp0bfV42Kxs
Proceedings,164,CliniQG4QA: Generating Diverse Questions for Domain Adaptation of Clinical Question Answering,"Xiang Yue*, Xinliang Frederick Zhang*, Ziyu Yao, Simon Lin, Huan Sun","The Ohio State University, The Ohio State University, The Ohio State University, Abigail Wexner Research Institute at Nationwide Children’s Hospital, The Ohio State University ",4,62,Afternoon,"Clinical question answering (QA) aims to automatically answer questions from medical professionals based on clinical texts. Studies show that neural QA models trained on one corpus may not generalize well to new clinical texts from a different institute or a different patient group, where large-scale QA pairs are not readily available for retraining. To address this challenge, we propose a simple yet effective framework, CliniQG4QA, which leverages question generation (QG) to synthesize QA pairs on new clinical contexts and boosts QA models without requiring manual annotations. In order to generate diverse types of questions that are essential for training QA models, we further introduce a seq2seq-based question phrase prediction (QPP) module that can be used together with most existing QG models to diversify their generation. Our comprehensive experiment results show that the QA corpus generated by our framework is helpful to improve QA models on the new contexts (up to 8% absolute gain in terms of Exact Match), and that the QPP module plays a crucial role in achieving the gain.",5:15 - 6:15 pm ET,https://drive.google.com/open?id=1EAH2WZ4OKZb_HQBRu7vR_jKt1FHPdwv3
Proceedings,174,Neural Temporal Point Processes For Modelling Electronic Health Records,"Joseph Enguehard*, Dan Busbridge*, Adam Bozson, Claire Woodcock, Nils Hammerla","Babylon Health, Babylon Health, Babylon Health, Babylon Health, Babylon Health",2,21,Morning,"The modelling of Electronic Health Records (EHRs) has the potential to drive more efficient allocation of healthcare resources, enabling early intervention strategies and advancing personalised healthcare. However, EHRs are challenging to model due to their realisation as noisy, multi-modal data occurring at irregular time intervals. To address their temporal nature, we treat EHRs as samples generated by a Temporal Point Process (TPP), enabling us to model what happened in an event with when it happened in a principled way. We gather and propose neural network parameterisations of TPPs, collectively referred to as Neural TPPs. We perform evaluations on synthetic EHRs as well as on a set of established benchmarks. We show that TPPs significantly outperform their non-TPP counterparts on EHRs. We also show that an assumption of many Neural TPPs, that the class distribution is conditionally independent of time, reduces performance on EHRs. Finally, our proposed attention-based Neural TPP performs favourably compared to existing models, whilst aligning with real world interpretability requirements, an important step towards a component of clinical decision support systems.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1FdQ4D2USIC8TuhgIpGvOocFSp9DT_mcO
Proceedings,182,Accounting for Affect in Pain Level Recognition,"Md Taufeeq Uddin, Shaun Canavan, Ghada Zamzmi","University of South Florida, University of South Florida; National Institutes of Health (NIH)",2,24,Morning,"In this work, we address the importance of affect in automated pain assessment and the implications in real-world settings. To achieve this, we curate a new physiological dataset by merging the publicly available bioVid pain and emotion datasets. We then investigate pain level recognition on this dataset simulating participants' naturalistic affective behaviors. Our findings demonstrate that acknowledging affect in pain assessment is essential. We observe degradation in recognition performance when simulating the existence of affect to validate pain assessment models that do not account for it. Conversely, we observe a performance boost in recognition when we account for affect.","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=1JbiCTCEdnOYdqrq376IVHHThjYTroria
Proceedings,200,Download       Source      PDF  Actions         Copy Project        Word Count  Sync         Dropbox         Git         GitHub  Settings Compiler TeX Live version Main document Spell check Auto-complete Auto-close Brackets Code check Editor theme Overall theme Keybindings Font Size Font Family Line Height PDF Viewer Help         Show Hotkeys        Documentation        Contact Us  TL-Lite: Visualization and Temporal Learning for Clinical Cohorts,Jeremy C. Weiss,"Heinz College of Information Systems and Public Policy, Carnegie Mellon University",4,63,Afternoon,"Clinical data extraction is a necessary step for quantitative analysis in clinical research.  Whereas most machine learning algorithms learn from fixed length or regularly-collected panel data, health records data are neither.  To facilitate the development of transparent and reproducible machine learning models from such data, we introduce TL-Lite, a clinical data ingestion, transformation, and visualization tool for conducting temporal machine learning.  The central principle behind TL-Lite is to provide visual responsiveness at the individual level alongside management of the desired transformations behind the scenes that go on to be applied throughout the cohort and that result in cohort-level summaries, statistics, models and predictions.  Characterization of the tool, discussion of design choices, and examples of use demonstrate its added value. A demo is provided at https://www.andrew.cmu.edu/user/jweiss2/viz.html. 
",5:15 - 6:15 pm ET,https://drive.google.com/open?id=1Ko6mU7U-OEHYVksrEcuvTwYsuUJnX1UU
